reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
"Bought this for my mom that is electronically challenged and she loves it. Makes her feel like she is a tech wiz. Makes me feel better about her ability to turn lights on and off as she comes and goes. More importantly, she is in her 70s and Iives alone, she can make a phone call using Alexa from anywhere she has an echo. I bought her 3 to cover her whole house. This means if she falls down and can‚Äôt get to her phone she can dial me or 911 with her voice.....a must have!!!",5.0,positive,boughtthisformymomthatiselectronicallychallengedandshelovesitmakesherfeellikesheisatechwizmakesmefeelbetteraboutherabilitytoturnlightsonandoffasshecomesandgoesmoreimportantlysheisinher70sandiivesaloneshecanmakeaphonecallusingalexafromanywhereshehasanechoiboughther3tocoverherwholehousethismeansifshefallsdownandcanäôtgettoherphoneshecandialmeor911withhervoiceamusthave,positive
"My husband is a truck driver and being on the road away from home, he likes to have shows and movies to watch. This has so much space for him to download things to watch.",5.0,positive,myhusbandisatruckdriverandbeingontheroadawayfromhomehelikestohaveshowsandmoviestowatchthishassomuchspaceforhimtodownloadthingstowatch,positive
Amazon free time great for small kids to get entertained,4.0,positive,amazonfreetimegreatforsmallkidstogetentertained,positive
"We bought this to view our Arlo Pro cameras on something other than our iPhones. The Show does a great job of this. It is a fantastic Alexa device. My minor complaints are that it is slightly smaller than expected and you can‚Äôt view YouTube videos on it. Not huge deals at all, but minutely disappointing.",4.0,positive,weboughtthistoviewourarloprocamerasonsomethingotherthanouriphonestheshowdoesagreatjobofthisitisafantasticalexadevicemyminorcomplaintsarethatitisslightlysmallerthanexpectedandyoucanäôtviewyoutubevideosonitnothugedealsatallbutminutelydisappointing,positive
Too difficult to setup not compatible with other equipment,2.0,negative,toodifficulttosetupnotcompatiblewithotherequipment,positive
"Bought for my parents, they love it. Easy to use and setup",5.0,positive,boughtformyparentstheyloveiteasytouseandsetup,positive
She likes to read books and this is a fast and cheap way for her to do so,5.0,positive,shelikestoreadbooksandthisisafastandcheapwayforhertodoso,positive
"purchased for my mother-in-law for Mothers Day, she is not a computer person, the ease of use was great for her!!! just touch the pic!!",5.0,positive,purchasedformymotherinlawformothersdaysheisnotacomputerpersontheeaseofusewasgreatforherjusttouchthepic,positive
Want a port for addition memory this model had it!,5.0,positive,wantaportforadditionmemorythismodelhadit,positive
"This 8"" tablet is much better than the older 7"" tablet. It is faster and have a camera. Great improvement over the older version.",5.0,positive,this8tabletismuchbetterthantheolder7tabletitisfasterandhaveacameragreatimprovementovertheolderversion,positive
I am happy as i bought it for reading and it is good.,5.0,positive,iamhappyasiboughtitforreadinganditisgood,positive
"The commercials are correct, at this price you can have multiple devices in your household for the price of a comparable competitor's tablet.",4.0,positive,thecommercialsarecorrectatthispriceyoucanhavemultipledevicesinyourhouseholdforthepriceofacomparablecompetitorstablet,positive
I purchased a Kindle a few years ago and Have loved the flexibility it give me. I can browse the internet without moving to my desk to get on my personal computer. I love the fact that I can continue to read my books while I travel. Doctor Office Visits seem to just roll by more calmly now because I can ignore the office chatter and the TV selections I rather not watch. I encouraged others to make the purchase and several have done just that. This is my second purchase. Love It!,5.0,positive,ipurchasedakindleafewyearsagoandhavelovedtheflexibilityitgivemeicanbrowsetheinternetwithoutmovingtomydesktogetonmypersonalcomputerilovethefactthaticancontinuetoreadmybookswhileitraveldoctorofficevisitsseemtojustrollbymorecalmlynowbecauseicanignoretheofficechatterandthetvselectionsirathernotwatchiencouragedotherstomakethepurchaseandseveralhavedonejustthatthisismysecondpurchaseloveit,positive
I would recommend this for kids ages 6 to 10. They can play al kinds of games that can be downloaded,5.0,positive,iwouldrecommendthisforkidsages6to10theycanplayalkindsofgamesthatcanbedownloaded,positive
"I have the spot, dot and two shows, I started out with the spot and loved it so much I wanted a bigger one. This was a (Best Buy) ! No pun intended lol",5.0,positive,ihavethespotdotandtwoshowsistartedoutwiththespotandloveditsomuchiwantedabiggeronethiswasabestbuynopunintendedlol,positive
Bought this for our 7 and 5 year old. They love to play music and ask questions about science. Lots of fun!,5.0,positive,boughtthisforour7and5yearoldtheylovetoplaymusicandaskquestionsaboutsciencelotsoffun,positive
"I love my Kindle black. I can read for hours without making my eyes sore the way a phone screen would. The functions are easy to use. Everything is set up clearly and simply. It's shape is adorable, and it's surprisingly light. The battery does last a long time.",5.0,positive,ilovemykindleblackicanreadforhourswithoutmakingmyeyessorethewayaphonescreenwouldthefunctionsareeasytouseeverythingissetupclearlyandsimplyitsshapeisadorableanditssurprisinglylightthebatterydoeslastalongtime,positive
"I have had a Kindle for some time and was curious about the Oasis. It did not disappoint. It is very compact, even with the cover, and fits in a coat pocket. I really enjoy the size and the redesign which brings back hard buttons. Great device for home or on the go.",5.0,positive,ihavehadakindleforsometimeandwascuriousabouttheoasisitdidnotdisappointitisverycompactevenwiththecoverandfitsinacoatpocketireallyenjoythesizeandtheredesignwhichbringsbackhardbuttonsgreatdeviceforhomeoronthego,positive
"I have bought the cheaper tablets for my kids, in the past, however, the sales associate recommend this tablet, and it was only 10 dollars more. So far, I am really impressed by the difference in quality.",5.0,positive,ihaveboughtthecheapertabletsformykidsinthepasthoweverthesalesassociaterecommendthistabletanditwasonly10dollarsmoresofariamreallyimpressedbythedifferenceinquality,positive
The show works great with my other products. Love it,5.0,positive,theshowworksgreatwithmyotherproductsloveit,positive
"This Echo Show comes in handy. I use it almost as much as I thought I would. I am still learning all that it can do, but my favorite part is the screen. It‚Äôs not a huge deal, but if I could change one thing it would be a detachable power cable instead of hardwired.",5.0,positive,thisechoshowcomesinhandyiuseitalmostasmuchasithoughtiwouldiamstilllearningallthatitcandobutmyfavoritepartisthescreenitäôsnotahugedealbutificouldchangeonethingitwouldbeadetachablepowercableinsteadofhardwired,positive
"Tablet has worked without a hitch. We bought it for my father, who is just shy of 80. With a couple of instructions, he's been using it without further assistance.",5.0,positive,tablethasworkedwithoutahitchweboughtitformyfatherwhoisjustshyof80withacoupleofinstructionshesbeenusingitwithoutfurtherassistance,positive
"my 7"" wore out,my 8"" is much better,allthough the covers are expensive and screen protectors are hard to find. the battery life is exceptional !",5.0,positive,my7woreoutmy8ismuchbetterallthoughthecoversareexpensiveandscreenprotectorsarehardtofindthebatterylifeisexceptional,positive
very good product and service will refer a friend.,5.0,positive,verygoodproductandservicewillreferafriend,positive
"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,2.0,negative,thisisfunbutwouldnotbuyagainnotveryinformativekeepssayidonotunderstandyourquestion,positive
I also have the smaller echo and this sounds much better. Love all the features!,5.0,positive,ialsohavethesmallerechoandthissoundsmuchbetterloveallthefeatures,positive
This is great product. The tablet are made tough and great price.,5.0,positive,thisisgreatproductthetabletaremadetoughandgreatprice,positive
"great sound , easy to use, wife love it, connect with wifi and all my phones.",4.0,positive,greatsoundeasytousewifeloveitconnectwithwifiandallmyphones,positive
My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,5.0,positive,mynephewisgoingtocollegenextyearandwewanttogivehimagiftkindlesuitsitwellforhimtolearnandstudy,positive
"Really enjoy the Echo Plus, this is a must have for all homes!",5.0,positive,reallyenjoytheechoplusthisisamusthaveforallhomes,positive
"Young kids love it, easy to use and takes a beating but still cheap enough that if it does happen to break you don't break the bank too",5.0,positive,youngkidsloveiteasytouseandtakesabeatingbutstillcheapenoughthatifitdoeshappentobreakyoudontbreakthebanktoo,positive
"The Kindle is great for just reading books, and the battery power is pretty good.The experimental browser is not very user friendly.",3.0,neutral,thekindleisgreatforjustreadingbooksandthebatterypowerisprettygoodtheexperimentalbrowserisnotveryuserfriendly,positive
Got this for my dad for Christmas. He likes that the speakers sound better. He also enjoys being able to make video calls with it.,5.0,positive,gotthisformydadforchristmashelikesthatthespeakerssoundbetterhealsoenjoysbeingabletomakevideocallswithit,positive
Very satisfied with this purchase my grandson loved it,5.0,positive,verysatisfiedwiththispurchasemygrandsonlovedit,positive
I purchased this so my daughter could read her online books. Perfect size!,4.0,positive,ipurchasedthissomydaughtercouldreadheronlinebooksperfectsize,positive
"It is a good tablet, but is a little slow downloading apps",4.0,positive,itisagoodtabletbutisalittleslowdownloadingapps,positive
The family and I love Alexa view and once we got it we were hooked now everything in the house and outside is run by voice commands. The opportunities with this are endless.,5.0,positive,thefamilyandilovealexaviewandoncewegotitwewerehookednoweverythinginthehouseandoutsideisrunbyvoicecommandstheopportunitieswiththisareendless,positive
"Bought this for my son,, the size is perfect not too small not too big. Kid friendly..and easy to use. Overall o rate it 5 stars..no problems to list",5.0,positive,boughtthisformysonthesizeisperfectnottoosmallnottoobigkidfriendlyandeasytouseoverallorateit5starsnoproblemstolist,positive
"This product, while the speaker is great, fails to deliver with a voice interface. Use your cell phone or computer and buy an Echo Dot.",3.0,neutral,thisproductwhilethespeakerisgreatfailstodeliverwithavoiceinterfaceuseyourcellphoneorcomputerandbuyanechodot,positive
"It is a nice little no frills tablet, but it could be better, for one it is only limited to amazons web browser, and I like chrome. It is no big deal because what I paid for it I did not expect it to be blazing fast or anything like that.",4.0,positive,itisanicelittlenofrillstabletbutitcouldbebetterforoneitisonlylimitedtoamazonswebbrowserandilikechromeitisnobigdealbecausewhatipaidforitididnotexpectittobeblazingfastoranythinglikethat,positive
Sales guy didn't have much knowledge about the Kindle. He wasn't very helpful in getting me started.,5.0,positive,salesguydidnthavemuchknowledgeaboutthekindlehewasntveryhelpfulingettingmestarted,positive
My kids love their amazon kindles! They can take them anywhere and play on them! Great battery life!,5.0,positive,mykidslovetheiramazonkindlestheycantakethemanywhereandplayonthemgreatbatterylife,positive
